type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Zip Code,23223,Black,22-Sep,165,231,4/8/2023
Zip Code,23223,Black,22-Oct,168,231.25,4/8/2023
Zip Code,23223,Black,22-Nov,113,168.5,4/8/2023
Zip Code,23223,Black,22-Dec,147,196.25,4/8/2023
Zip Code,23223,Black,23-Jan,154,225,4/8/2023
Zip Code,23223,Black,23-Feb,152,181.25,4/8/2023
Zip Code,23223,Black,23-Mar,180,163.25,4/8/2023
Zip Code,23223,Black,23-Apr,7,35.25,4/8/2023
Zip Code,23224,Black,20-Jan,353,444,4/8/2023
Zip Code,23224,Black,20-Feb,284,346.75,4/8/2023
Zip Code,23224,Black,20-Mar,177,293.25,4/8/2023
Zip Code,23224,Black,20-Apr,26,307,4/8/2023
Zip Code,23224,Black,20-May,75,319.25,4/8/2023
Zip Code,23224,Black,20-Jun,47,365.25,4/8/2023
Zip Code,23224,Black,20-Jul,90,405.25,4/8/2023
Zip Code,23224,Black,20-Aug,150,368,4/8/2023
Zip Code,23224,Black,20-Sep,261,412.75,4/8/2023
Zip Code,23224,Black,20-Oct,221,374,4/8/2023
Zip Code,23224,Black,20-Nov,62,347.25,4/8/2023
Zip Code,23224,Black,20-Dec,27,307,4/8/2023
Zip Code,23224,Black,21-Jan,30,444,4/8/2023
Zip Code,23224,Black,21-Feb,21,346.75,4/8/2023
Zip Code,23224,Black,21-Mar,90,293.25,4/8/2023
Zip Code,23224,Black,21-Apr,32,307,4/8/2023
Zip Code,23224,Black,21-May,63,319.25,4/8/2023
Zip Code,23224,Black,21-Jun,75,365.25,4/8/2023
Zip Code,23224,Black,21-Jul,86,405.25,4/8/2023
Zip Code,23224,Black,21-Aug,127,368,4/8/2023
Zip Code,23224,Black,21-Sep,98,412.75,4/8/2023
Zip Code,23224,Black,21-Oct,72,374,4/8/2023
Zip Code,23224,Black,21-Nov,55,347.25,4/8/2023
Zip Code,23224,Black,21-Dec,63,307,4/8/2023
Zip Code,23224,Black,22-Jan,57,444,4/8/2023
Zip Code,23224,Black,22-Feb,83,346.75,4/8/2023
Zip Code,23224,Black,22-Mar,173,293.25,4/8/2023
Zip Code,23224,Black,22-Apr,118,307,4/8/2023
Zip Code,23224,Black,22-May,130,319.25,4/8/2023
Zip Code,23224,Black,22-Jun,145,365.25,4/8/2023
Zip Code,23224,Black,22-Jul,351,405.25,4/8/2023
Zip Code,23224,Black,22-Aug,407,368,4/8/2023
Zip Code,23224,Black,22-Sep,249,412.75,4/8/2023
Zip Code,23224,Black,22-Oct,348,374,4/8/2023
Zip Code,23224,Black,22-Nov,312,347.25,4/8/2023
Zip Code,23224,Black,22-Dec,307,307,4/8/2023
Zip Code,23224,Black,23-Jan,290,444,4/8/2023
Zip Code,23224,Black,23-Feb,445,346.75,4/8/2023
Zip Code,23224,Black,23-Mar,281,293.25,4/8/2023
Zip Code,23224,Black,23-Apr,57,23,4/8/2023
Zip Code,23225,Other,20-Jan,302,410.5,4/8/2023
Zip Code,23225,Other,20-Feb,349,359.75,4/8/2023
Zip Code,23225,Other,20-Mar,222,280.5,4/8/2023
Zip Code,23225,Other,20-Apr,63,269,4/8/2023
Zip Code,23225,Other,20-May,19,317.5,4/8/2023
Zip Code,23225,Other,20-Jun,8,401.25,4/8/2023
Zip Code,23225,Other,20-Jul,45,392.5,4/8/2023
Zip Code,23225,Other,20-Aug,146,386.5,4/8/2023
Zip Code,23225,Other,20-Sep,282,386.25,4/8/2023
Zip Code,23225,Other,20-Oct,428,357.5,4/8/2023
Zip Code,23225,Other,20-Nov,72,376.25,4/8/2023
Zip Code,23225,Other,20-Dec,13,407.75,4/8/2023
Zip Code,23225,Other,21-Jan,95,410.5,4/8/2023
Zip Code,23225,Other,21-Feb,66,357.75,4/8/2023
Zip Code,23225,Other,21-Mar,118,280.5,4/8/2023
Zip Code,23225,Other,21-Apr,35,269,4/8/2023
Zip Code,23225,Other,21-May,124,317.5,4/8/2023
Zip Code,23225,Other,21-Jun,42,401.25,4/8/2023
Zip Code,23225,Other,21-Jul,114,392.5,4/8/2023
Zip Code,23225,Other,21-Aug,221,386.5,4/8/2023
Zip Code,23225,Other,21-Sep,117,386.25,4/8/2023
Zip Code,23225,Other,21-Oct,163,357.5,4/8/2023
Zip Code,23225,Other,21-Nov,122,376.25,4/8/2023
Zip Code,23225,Other,21-Dec,72,407.75,4/8/2023
Zip Code,23225,Other,22-Jan,57,410.5,4/8/2023
Zip Code,23225,Other,22-Feb,173,357.75,4/8/2023
Zip Code,23225,Other,22-Mar,224,280.5,4/8/2023
Zip Code,23225,Other,22-Apr,227,269,4/8/2023
Zip Code,23225,Other,22-May,228,317.5,4/8/2023
Zip Code,23225,Other,22-Jun,211,401.25,4/8/2023
Zip Code,23225,Other,22-Jul,254,392.5,4/8/2023
Zip Code,23225,Other,22-Aug,310,386.5,4/8/2023
Zip Code,23225,Other,22-Sep,512,386.25,4/8/2023
Zip Code,23225,Other,22-Oct,403,357.5,4/8/2023
Zip Code,23225,Other,22-Nov,516,376.25,4/8/2023
Zip Code,23225,Other,22-Dec,300,407.75,4/8/2023
Zip Code,23225,Other,23-Jan,310,410.5,4/8/2023
Zip Code,23225,Other,23-Feb,340,357.75,4/8/2023
Zip Code,23225,Other,23-Mar,533,280.5,4/8/2023
Zip Code,23225,Other,23-Apr,10,5,4/8/2023
Zip Code,23226,White,20-Jan,1,1.75,4/8/2023
Zip Code,23226,White,20-Feb,1,1.75,4/8/2023
Zip Code,23226,White,20-Mar,1,1.25,4/8/2023
Zip Code,23226,White,20-Apr,0,1,4/8/2023
Zip Code,23226,White,20-May,1,2,4/8/2023
Zip Code,23226,White,20-Jun,0,1.25,4/8/2023
Zip Code,23226,White,20-Jul,1,2,4/8/2023
Zip Code,23226,White,20-Aug,0,1.75,4/8/2023
Zip Code,23226,White,20-Sep,0,0,4/8/2023
Zip Code,23226,White,20-Oct,0,2,4/8/2023
Zip Code,23226,White,20-Nov,0,1.5,4/8/2023
Zip Code,23226,White,20-Dec,0,1,4/8/2023
Zip Code,23226,White,21-Jan,0,1.75,4/8/2023
Zip Code,23226,White,21-Feb,0,1.75,4/8/2023
Zip Code,23226,White,21-Mar,1,1.25,4/8/2023
Zip Code,23226,White,21-Apr,0,1,4/8/2023
Zip Code,23226,White,21-May,0,2,4/8/2023
Zip Code,23226,White,21-Jun,0,1.25,4/8/2023
Zip Code,23226,White,21-Jul,0,2,4/8/2023
Zip Code,23226,White,21-Aug,0,1.75,4/8/2023
Zip Code,23226,White,21-Sep,1,0,4/8/2023
Zip Code,23226,White,21-Oct,1,2,4/8/2023
Zip Code,23226,White,21-Nov,0,1.5,4/8/2023
Zip Code,23226,White,21-Dec,0,1,4/8/2023
Zip Code,23226,White,22-Jan,1,1.75,4/8/2023
Zip Code,23226,White,22-Feb,0,1.75,4/8/2023
Zip Code,23226,White,22-Mar,0,1.25,4/8/2023
Zip Code,23226,White,22-Apr,2,1,4/8/2023
Zip Code,23226,White,22-May,1,2,4/8/2023
Zip Code,23226,White,22-Jun,2,1.25,4/8/2023
Zip Code,23226,White,22-Jul,0,2,4/8/2023
Zip Code,23226,White,22-Aug,2,1.75,4/8/2023
Zip Code,23226,White,22-Sep,1,0,4/8/2023
Zip Code,23226,White,22-Oct,3,2,4/8/2023
Zip Code,23226,White,22-Nov,2,1.5,4/8/2023
Zip Code,23226,White,22-Dec,0,1,4/8/2023
Zip Code,23226,White,23-Jan,1,1.75,4/8/2023
Zip Code,23226,White,23-Feb,0,1.75,4/8/2023
Zip Code,23226,White,23-Mar,0,1.25,4/8/2023
Zip Code,23226,White,23-Apr,0,0,4/8/2023
Zip Code,23227,Other,20-Jan,192,156,4/8/2023
Zip Code,23227,Other,20-Feb,90,122.5,4/8/2023
Zip Code,23227,Other,20-Mar,51,125.5,4/8/2023
Zip Code,23227,Other,20-Apr,1,133.75,4/8/2023
Zip Code,23227,Other,20-May,95,103.5,4/8/2023
Zip Code,23227,Other,20-Jun,0,148.5,4/8/2023
Zip Code,23227,Other,20-Jul,79,132,4/8/2023
Zip Code,23227,Other,20-Aug,48,119,4/8/2023
Zip Code,23227,Other,20-Sep,20,155.25,4/8/2023
Zip Code,23227,Other,20-Oct,61,149,4/8/2023
Zip Code,23227,Other,20-Nov,3,80.25,4/8/2023
Zip Code,23227,Other,20-Dec,2,74.5,4/8/2023
Zip Code,23227,Other,21-Jan,4,156,4/8/2023
Zip Code,23227,Other,21-Feb,1,122.5,4/8/2023
Zip Code,23227,Other,21-Mar,1,125.5,4/8/2023
Zip Code,23227,Other,21-Apr,6,133.75,4/8/2023
Zip Code,23227,Other,21-May,4,103.5,4/8/2023
Zip Code,23227,Other,21-Jun,3,148.5,4/8/2023
Zip Code,23227,Other,21-Jul,4,132,4/8/2023
Zip Code,23227,Other,21-Aug,1,119,4/8/2023
Zip Code,23227,Other,21-Sep,1,155.25,4/8/2023
Zip Code,23227,Other,21-Oct,9,149,4/8/2023
Zip Code,23227,Other,21-Nov,4,80.25,4/8/2023
Zip Code,23227,Other,21-Dec,3,74.5,4/8/2023
Zip Code,23227,Other,22-Jan,7,156,4/8/2023
Zip Code,23227,Other,22-Feb,6,122.5,4/8/2023
Zip Code,23227,Other,22-Mar,5,125.5,4/8/2023
Zip Code,23227,Other,22-Apr,31,133.75,4/8/2023
Zip Code,23227,Other,22-May,4,103.5,4/8/2023
Zip Code,23227,Other,22-Jun,4,148.5,4/8/2023
Zip Code,23227,Other,22-Jul,16,132,4/8/2023
Zip Code,23227,Other,22-Aug,4,119,4/8/2023
Zip Code,23227,Other,22-Sep,10,155.25,4/8/2023
Zip Code,23227,Other,22-Oct,26,149,4/8/2023
Zip Code,23227,Other,22-Nov,72,80.25,4/8/2023
Zip Code,23227,Other,22-Dec,13,74.5,4/8/2023
Zip Code,23227,Other,23-Jan,23,156,4/8/2023
Zip Code,23227,Other,23-Feb,41,122.5,4/8/2023
Zip Code,23227,Other,23-Mar,15,125.5,4/8/2023
Zip Code,23227,Other,23-Apr,2,16,4/8/2023
Zip Code,23228,White,20-Jan,1,0.5,4/8/2023
Zip Code,23228,White,20-Feb,0,0,4/8/2023
Zip Code,23228,White,20-Mar,0,0,4/8/2023
Zip Code,23228,White,20-Apr,0,0.25,4/8/2023
Zip Code,23228,White,20-May,1,0.25,4/8/2023
Zip Code,23228,White,20-Jun,1,0.25,4/8/2023
Zip Code,23228,White,20-Jul,0,0.5,4/8/2023
Zip Code,23228,White,20-Aug,0,0.75,4/8/2023
Zip Code,23228,White,20-Sep,0,0,4/8/2023
Zip Code,23228,White,20-Oct,1,0.75,4/8/2023
Zip Code,23228,White,20-Nov,0,0.75,4/8/2023
Zip Code,23228,White,20-Dec,0,0.75,4/8/2023
Zip Code,23228,White,21-Jan,0,0.5,4/8/2023
Zip Code,23228,White,21-Feb,0,0,4/8/2023
Zip Code,23228,White,21-Mar,0,0,4/8/2023
Zip Code,23228,White,21-Apr,0,0.25,4/8/2023
Zip Code,23228,White,21-May,1,0.25,4/8/2023
Zip Code,23228,White,21-Jun,0,0.25,4/8/2023
Zip Code,23228,White,21-Jul,0,0.5,4/8/2023
Zip Code,23228,White,21-Aug,0,0.75,4/8/2023
Zip Code,23228,White,21-Sep,0,0,4/8/2023
Zip Code,23228,White,21-Oct,0,0.75,4/8/2023
Zip Code,23228,White,21-Nov,0,0.75,4/8/2023
Zip Code,23228,White,21-Dec,0,0.75,4/8/2023
Zip Code,23228,White,22-Jan,0,0.5,4/8/2023
Zip Code,23228,White,22-Feb,0,0,4/8/2023
Zip Code,23228,White,22-Mar,0,0,4/8/2023
Zip Code,23228,White,22-Apr,0,0.25,4/8/2023
Zip Code,23228,White,22-May,0,0.25,4/8/2023
Zip Code,23228,White,22-Jun,1,0.25,4/8/2023
Zip Code,23228,White,22-Jul,0,0.5,4/8/2023
Zip Code,23228,White,22-Aug,0,0.75,4/8/2023
Zip Code,23228,White,22-Sep,2,0,4/8/2023
Zip Code,23228,White,22-Oct,0,0.75,4/8/2023
Zip Code,23228,White,22-Nov,1,0.75,4/8/2023
Zip Code,23228,White,22-Dec,0,0.75,4/8/2023
Zip Code,23228,White,23-Jan,0,0.5,4/8/2023
Zip Code,23228,White,23-Feb,0,0,4/8/2023
Zip Code,23228,White,23-Mar,0,0,4/8/2023
Zip Code,23228,White,23-Apr,0,0,4/8/2023
Zip Code,23229,White,20-Jan,3,0.25,4/8/2023
Zip Code,23229,White,20-Feb,0,0,4/8/2023
Zip Code,23229,White,20-Mar,0,0.25,4/8/2023
Zip Code,23229,White,20-Apr,0,0,4/8/2023
Zip Code,23229,White,20-May,0,1,4/8/2023
Zip Code,23229,White,20-Jun,1,0,4/8/2023
Zip Code,23229,White,20-Jul,0,0.25,4/8/2023
Zip Code,23229,White,20-Aug,0,0.25,4/8/2023
Zip Code,23229,White,20-Sep,0,0.25,4/8/2023
Zip Code,23229,White,20-Oct,0,0.25,4/8/2023
Zip Code,23229,White,20-Nov,0,1,4/8/2023
Zip Code,23229,White,20-Dec,0,0.75,4/8/2023
Zip Code,23229,White,21-Jan,0,0.25,4/8/2023
Zip Code,23229,White,21-Feb,0,0,4/8/2023
Zip Code,23229,White,21-Mar,0,0.25,4/8/2023
Zip Code,23229,White,21-Apr,0,0,4/8/2023
Zip Code,23229,White,21-May,0,1,4/8/2023
Zip Code,23229,White,21-Jun,0,0,4/8/2023
Zip Code,23229,White,21-Jul,1,0.25,4/8/2023
Zip Code,23229,White,21-Aug,0,0.25,4/8/2023
Zip Code,23229,White,21-Sep,0,0.25,4/8/2023
Zip Code,23229,White,21-Oct,0,0.25,4/8/2023
Zip Code,23229,White,21-Nov,0,1,4/8/2023
Zip Code,23229,White,21-Dec,0,0.75,4/8/2023
Zip Code,23229,White,22-Jan,0,0.25,4/8/2023
Zip Code,23229,White,22-Feb,0,0,4/8/2023
Zip Code,23229,White,22-Mar,0,0.25,4/8/2023
Zip Code,23229,White,22-Apr,0,0,4/8/2023
Zip Code,23229,White,22-May,1,1,4/8/2023
Zip Code,23229,White,22-Jun,0,0,4/8/2023
Zip Code,23229,White,22-Jul,0,0.25,4/8/2023
Zip Code,23229,White,22-Aug,0,0.25,4/8/2023
Zip Code,23229,White,22-Sep,2,0.25,4/8/2023
Zip Code,23229,White,22-Oct,0,0.25,4/8/2023
Zip Code,23229,White,22-Nov,1,1,4/8/2023
Zip Code,23229,White,22-Dec,0,0.75,4/8/2023
Zip Code,23229,White,23-Jan,0,0.25,4/8/2023
Zip Code,23229,White,23-Feb,0,0,4/8/2023
Zip Code,23229,White,23-Mar,1,0.25,4/8/2023
Zip Code,23229,White,23-Apr,0,0,4/8/2023
Zip Code,23230,White,20-Jan,5,7.75,4/8/2023
Zip Code,23230,White,20-Feb,3,5.25,4/8/2023
Zip Code,23230,White,20-Mar,4,6.25,4/8/2023
Zip Code,23230,White,20-Apr,4,6,4/8/2023
Zip Code,23230,White,20-May,2,7.5,4/8/2023
Zip Code,23230,White,20-Jun,1,8.25,4/8/2023
Zip Code,23230,White,20-Jul,4,7.5,4/8/2023
Zip Code,23230,White,20-Aug,2,9,4/8/2023
Zip Code,23230,White,20-Sep,1,8.75,4/8/2023
Zip Code,23230,White,20-Oct,4,7,4/8/2023
Zip Code,23230,White,20-Nov,2,8.5,4/8/2023
Zip Code,23230,White,20-Dec,0,6.5,4/8/2023
Zip Code,23230,White,21-Jan,1,7.75,4/8/2023
Zip Code,23230,White,21-Feb,0,5,4/8/2023
Zip Code,23230,White,21-Mar,3,6.25,4/8/2023
Zip Code,23230,White,21-Apr,4,6,4/8/2023
Zip Code,23230,White,21-May,5,7.5,4/8/2023
Zip Code,23230,White,21-Jun,1,8.25,4/8/2023
Zip Code,23230,White,21-Jul,1,7.5,4/8/2023
Zip Code,23230,White,21-Aug,0,9,4/8/2023
Zip Code,23230,White,21-Sep,1,8.75,4/8/2023
Zip Code,23230,White,21-Oct,0,7,4/8/2023
Zip Code,23230,White,21-Nov,0,8.5,4/8/2023
Zip Code,23230,White,21-Dec,1,6.5,4/8/2023
Zip Code,23230,White,22-Jan,1,7.75,4/8/2023
Zip Code,23230,White,22-Feb,3,5,4/8/2023
Zip Code,23230,White,22-Mar,2,6.25,4/8/2023
Zip Code,23230,White,22-Apr,2,6,4/8/2023
Zip Code,23230,White,22-May,0,7.5,4/8/2023
Zip Code,23230,White,22-Jun,4,8.25,4/8/2023
Zip Code,23230,White,22-Jul,6,7.5,4/8/2023
Zip Code,23230,White,22-Aug,10,9,4/8/2023
Zip Code,23230,White,22-Sep,24,8.75,4/8/2023
Zip Code,23230,White,22-Oct,24,7,4/8/2023
Zip Code,23230,White,22-Nov,19,8.5,4/8/2023
Zip Code,23230,White,22-Dec,16,6.5,4/8/2023
Zip Code,23230,White,23-Jan,17,7.75,4/8/2023
Zip Code,23230,White,23-Feb,12,5,4/8/2023
Zip Code,23230,White,23-Mar,14,6.25,4/8/2023
Zip Code,23230,White,23-Apr,0,0.5,4/8/2023
Zip Code,23231,Black,20-Jan,26,52.75,4/8/2023
Zip Code,23231,Black,20-Feb,18,38.75,4/8/2023
Zip Code,23231,Black,20-Mar,5,24.25,4/8/2023
Zip Code,23231,Black,20-Apr,2,36.75,4/8/2023
Zip Code,23231,Black,20-May,2,54,4/8/2023
Zip Code,23231,Black,20-Jun,0,50.75,4/8/2023
Zip Code,23231,Black,20-Jul,7,46.25,4/8/2023
Zip Code,23231,Black,20-Aug,3,37.5,4/8/2023
Zip Code,23231,Black,20-Sep,26,38.25,4/8/2023
Zip Code,23231,Black,20-Oct,13,32.5,4/8/2023
Zip Code,23231,Black,20-Nov,10,32.75,4/8/2023
Zip Code,23231,Black,20-Dec,0,27.75,4/8/2023
Zip Code,23231,Black,21-Jan,1,52.75,4/8/2023
Zip Code,23231,Black,21-Feb,2,38.75,4/8/2023
Zip Code,23231,Black,21-Mar,14,24.25,4/8/2023
Zip Code,23231,Black,21-Apr,1,36.75,4/8/2023
Zip Code,23231,Black,21-May,13,54,4/8/2023
Zip Code,23231,Black,21-Jun,13,50.75,4/8/2023
Zip Code,23231,Black,21-Jul,10,46.25,4/8/2023
Zip Code,23231,Black,21-Aug,4,37.5,4/8/2023
Zip Code,23231,Black,21-Sep,1,38.25,4/8/2023
Zip Code,23231,Black,21-Oct,2,32.5,4/8/2023
Zip Code,23231,Black,21-Nov,4,32.75,4/8/2023
Zip Code,23231,Black,21-Dec,4,27.75,4/8/2023
Zip Code,23231,Black,22-Jan,7,52.75,4/8/2023
Zip Code,23231,Black,22-Feb,24,38.75,4/8/2023
Zip Code,23231,Black,22-Mar,15,24.25,4/8/2023
Zip Code,23231,Black,22-Apr,12,36.75,4/8/2023
Zip Code,23231,Black,22-May,2,54,4/8/2023
Zip Code,23231,Black,22-Jun,12,50.75,4/8/2023
Zip Code,23231,Black,22-Jul,34,46.25,4/8/2023
Zip Code,23231,Black,22-Aug,36,37.5,4/8/2023
Zip Code,23231,Black,22-Sep,18,38.25,4/8/2023
Zip Code,23231,Black,22-Oct,25,32.5,4/8/2023
Zip Code,23231,Black,22-Nov,8,32.75,4/8/2023
Zip Code,23231,Black,22-Dec,29,27.75,4/8/2023
Zip Code,23231,Black,23-Jan,12,52.75,4/8/2023
Zip Code,23231,Black,23-Feb,18,38.75,4/8/2023
Zip Code,23231,Black,23-Mar,4,24.25,4/8/2023
Zip Code,23231,Black,23-Apr,14,0.25,4/8/2023
Zip Code,23232,Other,20-Jan,0,0,4/8/2023
Zip Code,23232,Other,20-Feb,0,0,4/8/2023
Zip Code,23232,Other,20-Mar,0,0,4/8/2023
Zip Code,23232,Other,20-Apr,0,0,4/8/2023
Zip Code,23232,Other,20-May,0,0,4/8/2023
Zip Code,23232,Other,20-Jun,0,0,4/8/2023
Zip Code,23232,Other,20-Jul,0,0,4/8/2023
Zip Code,23232,Other,20-Aug,0,0,4/8/2023
Zip Code,23232,Other,20-Sep,0,0,4/8/2023
Zip Code,23232,Other,20-Oct,0,0,4/8/2023
Zip Code,23232,Other,20-Nov,0,0,4/8/2023
Zip Code,23232,Other,20-Dec,0,0,4/8/2023
Zip Code,23232,Other,21-Jan,0,0,4/8/2023
Zip Code,23232,Other,21-Feb,0,0,4/8/2023
Zip Code,23232,Other,21-Mar,0,0,4/8/2023
Zip Code,23232,Other,21-Apr,0,0,4/8/2023
Zip Code,23232,Other,21-May,0,0,4/8/2023
Zip Code,23232,Other,21-Jun,0,0,4/8/2023
Zip Code,23232,Other,21-Jul,0,0,4/8/2023
Zip Code,23232,Other,21-Aug,0,0,4/8/2023
Zip Code,23232,Other,21-Sep,0,0,4/8/2023
Zip Code,23232,Other,21-Oct,0,0,4/8/2023
Zip Code,23232,Other,21-Nov,0,0,4/8/2023
Zip Code,23232,Other,21-Dec,0,0,4/8/2023
Zip Code,23232,Other,22-Jan,0,0,4/8/2023
Zip Code,23232,Other,22-Feb,0,0,4/8/2023
Zip Code,23232,Other,22-Mar,0,0,4/8/2023
Zip Code,23232,Other,22-Apr,0,0,4/8/2023
Zip Code,23232,Other,22-May,0,0,4/8/2023
Zip Code,23232,Other,22-Jun,0,0,4/8/2023
Zip Code,23232,Other,22-Jul,0,0,4/8/2023
Zip Code,23232,Other,22-Aug,0,0,4/8/2023
Zip Code,23232,Other,22-Sep,0,0,4/8/2023
Zip Code,23232,Other,22-Oct,0,0,4/8/2023
Zip Code,23232,Other,22-Nov,0,0,4/8/2023
Zip Code,23232,Other,22-Dec,0,0,4/8/2023
Zip Code,23232,Other,23-Jan,0,0,4/8/2023
Zip Code,23232,Other,23-Feb,0,0,4/8/2023
Zip Code,23232,Other,23-Mar,0,0,4/8/2023
Zip Code,23232,Other,23-Apr,0,0,4/8/2023
Zip Code,23234,Other,20-Jan,239,276.5,4/8/2023
Zip Code,23234,Other,20-Feb,186,236.25,4/8/2023
Zip Code,23234,Other,20-Mar,123,206.5,4/8/2023
Zip Code,23234,Other,20-Apr,13,200.75,4/8/2023
Zip Code,23234,Other,20-May,26,247.5,4/8/2023
Zip Code,23234,Other,20-Jun,24,251,4/8/2023
Zip Code,23234,Other,20-Jul,50,249.25,4/8/2023
Zip Code,23234,Other,20-Aug,34,239,4/8/2023
Zip Code,23234,Other,20-Sep,230,261,4/8/2023
Zip Code,23234,Other,20-Oct,84,242.25,4/8/2023
Zip Code,23234,Other,20-Nov,54,217,4/8/2023
Zip Code,23234,Other,20-Dec,12,210,4/8/2023
Zip Code,23234,Other,21-Jan,25,276.5,4/8/2023
Zip Code,23234,Other,21-Feb,37,235,4/8/2023
Zip Code,23234,Other,21-Mar,35,206.5,4/8/2023
Zip Code,23234,Other,21-Apr,7,200.75,4/8/2023
Zip Code,23234,Other,21-May,34,247.5,4/8/2023
Zip Code,23234,Other,21-Jun,56,251,4/8/2023
Zip Code,23234,Other,21-Jul,40,249.25,4/8/2023
Zip Code,23234,Other,21-Aug,80,239,4/8/2023
Zip Code,23234,Other,21-Sep,36,261,4/8/2023
Zip Code,23234,Other,21-Oct,46,242.25,4/8/2023
Zip Code,23234,Other,21-Nov,69,217,4/8/2023
Zip Code,23234,Other,21-Dec,17,210,4/8/2023
Zip Code,23234,Other,22-Jan,140,276.5,4/8/2023
