type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Zip Code,23286,Other,22-Dec,0,0,4/8/2023
Zip Code,23286,Other,23-Jan,0,0,4/8/2023
Zip Code,23286,Other,23-Feb,0,0,4/8/2023
Zip Code,23286,Other,23-Mar,0,0,4/8/2023
Zip Code,23286,Other,23-Apr,0,0,4/8/2023
Zip Code,23293,Other,20-Jan,0,0,4/8/2023
Zip Code,23293,Other,20-Feb,0,0,4/8/2023
Zip Code,23293,Other,20-Mar,0,0,4/8/2023
Zip Code,23293,Other,20-Apr,0,0,4/8/2023
Zip Code,23293,Other,20-May,0,0,4/8/2023
Zip Code,23293,Other,20-Jun,0,0,4/8/2023
Zip Code,23293,Other,20-Jul,0,0,4/8/2023
Zip Code,23293,Other,20-Aug,0,0,4/8/2023
Zip Code,23293,Other,20-Sep,0,0,4/8/2023
Zip Code,23293,Other,20-Oct,0,0,4/8/2023
Zip Code,23293,Other,20-Nov,0,0,4/8/2023
Zip Code,23293,Other,20-Dec,0,0,4/8/2023
Zip Code,23293,Other,21-Jan,0,0,4/8/2023
Zip Code,23293,Other,21-Feb,0,0,4/8/2023
Zip Code,23293,Other,21-Mar,0,0,4/8/2023
Zip Code,23293,Other,21-Apr,0,0,4/8/2023
Zip Code,23293,Other,21-May,0,0,4/8/2023
Zip Code,23293,Other,21-Jun,0,0,4/8/2023
Zip Code,23293,Other,21-Jul,0,0,4/8/2023
Zip Code,23293,Other,21-Aug,0,0,4/8/2023
Zip Code,23293,Other,21-Sep,0,0,4/8/2023
Zip Code,23293,Other,21-Oct,0,0,4/8/2023
Zip Code,23293,Other,21-Nov,0,0,4/8/2023
Zip Code,23293,Other,21-Dec,0,0,4/8/2023
Zip Code,23293,Other,22-Jan,0,0,4/8/2023
Zip Code,23293,Other,22-Feb,0,0,4/8/2023
Zip Code,23293,Other,22-Mar,0,0,4/8/2023
Zip Code,23293,Other,22-Apr,0,0,4/8/2023
Zip Code,23293,Other,22-May,0,0,4/8/2023
Zip Code,23293,Other,22-Jun,0,0,4/8/2023
Zip Code,23293,Other,22-Jul,0,0,4/8/2023
Zip Code,23293,Other,22-Aug,0,0,4/8/2023
Zip Code,23293,Other,22-Sep,0,0,4/8/2023
Zip Code,23293,Other,22-Oct,0,0,4/8/2023
Zip Code,23293,Other,22-Nov,0,0,4/8/2023
Zip Code,23293,Other,22-Dec,0,0,4/8/2023
Zip Code,23293,Other,23-Jan,0,0,4/8/2023
Zip Code,23293,Other,23-Feb,0,0,4/8/2023
Zip Code,23293,Other,23-Mar,0,0,4/8/2023
Zip Code,23293,Other,23-Apr,0,0,4/8/2023
Zip Code,23297,Other,20-Jan,0,0,4/8/2023
Zip Code,23297,Other,20-Feb,0,0,4/8/2023
Zip Code,23297,Other,20-Mar,0,0,4/8/2023
Zip Code,23297,Other,20-Apr,0,0,4/8/2023
Zip Code,23297,Other,20-May,0,0,4/8/2023
Zip Code,23297,Other,20-Jun,0,0,4/8/2023
Zip Code,23297,Other,20-Jul,0,0,4/8/2023
Zip Code,23297,Other,20-Aug,0,0,4/8/2023
Zip Code,23297,Other,20-Sep,0,0,4/8/2023
Zip Code,23297,Other,20-Oct,0,0,4/8/2023
Zip Code,23297,Other,20-Nov,0,0,4/8/2023
Zip Code,23297,Other,20-Dec,0,0,4/8/2023
Zip Code,23297,Other,21-Jan,0,0,4/8/2023
Zip Code,23297,Other,21-Feb,0,0,4/8/2023
Zip Code,23297,Other,21-Mar,0,0,4/8/2023
Zip Code,23297,Other,21-Apr,0,0,4/8/2023
Zip Code,23297,Other,21-May,0,0,4/8/2023
Zip Code,23297,Other,21-Jun,0,0,4/8/2023
Zip Code,23297,Other,21-Jul,0,0,4/8/2023
Zip Code,23297,Other,21-Aug,0,0,4/8/2023
Zip Code,23297,Other,21-Sep,0,0,4/8/2023
Zip Code,23297,Other,21-Oct,0,0,4/8/2023
Zip Code,23297,Other,21-Nov,0,0,4/8/2023
Zip Code,23297,Other,21-Dec,0,0,4/8/2023
Zip Code,23297,Other,22-Jan,0,0,4/8/2023
Zip Code,23297,Other,22-Feb,0,0,4/8/2023
Zip Code,23297,Other,22-Mar,0,0,4/8/2023
Zip Code,23297,Other,22-Apr,0,0,4/8/2023
Zip Code,23297,Other,22-May,0,0,4/8/2023
Zip Code,23297,Other,22-Jun,0,0,4/8/2023
Zip Code,23297,Other,22-Jul,0,0,4/8/2023
Zip Code,23297,Other,22-Aug,0,0,4/8/2023
Zip Code,23297,Other,22-Sep,0,0,4/8/2023
Zip Code,23297,Other,22-Oct,0,0,4/8/2023
Zip Code,23297,Other,22-Nov,0,0,4/8/2023
Zip Code,23297,Other,22-Dec,0,0,4/8/2023
Zip Code,23297,Other,23-Jan,0,0,4/8/2023
Zip Code,23297,Other,23-Feb,0,0,4/8/2023
Zip Code,23297,Other,23-Mar,0,0,4/8/2023
Zip Code,23297,Other,23-Apr,0,0,4/8/2023
Zip Code,23298,Other,20-Jan,0,0,4/8/2023
Zip Code,23298,Other,20-Feb,0,0,4/8/2023
Zip Code,23298,Other,20-Mar,0,0,4/8/2023
Zip Code,23298,Other,20-Apr,0,0,4/8/2023
Zip Code,23298,Other,20-May,0,0,4/8/2023
Zip Code,23298,Other,20-Jun,0,0,4/8/2023
Zip Code,23298,Other,20-Jul,0,0,4/8/2023
Zip Code,23298,Other,20-Aug,0,0,4/8/2023
Zip Code,23298,Other,20-Sep,0,0,4/8/2023
Zip Code,23298,Other,20-Oct,0,0,4/8/2023
Zip Code,23298,Other,20-Nov,0,0,4/8/2023
Zip Code,23298,Other,20-Dec,0,0,4/8/2023
Zip Code,23298,Other,21-Jan,0,0,4/8/2023
Zip Code,23298,Other,21-Feb,0,0,4/8/2023
Zip Code,23298,Other,21-Mar,0,0,4/8/2023
Zip Code,23298,Other,21-Apr,0,0,4/8/2023
Zip Code,23298,Other,21-May,0,0,4/8/2023
Zip Code,23298,Other,21-Jun,0,0,4/8/2023
Zip Code,23298,Other,21-Jul,0,0,4/8/2023
Zip Code,23298,Other,21-Aug,0,0,4/8/2023
Zip Code,23298,Other,21-Sep,0,0,4/8/2023
Zip Code,23298,Other,21-Oct,0,0,4/8/2023
Zip Code,23298,Other,21-Nov,0,0,4/8/2023
Zip Code,23298,Other,21-Dec,0,0,4/8/2023
Zip Code,23298,Other,22-Jan,0,0,4/8/2023
Zip Code,23298,Other,22-Feb,0,0,4/8/2023
Zip Code,23298,Other,22-Mar,0,0,4/8/2023
Zip Code,23298,Other,22-Apr,0,0,4/8/2023
Zip Code,23298,Other,22-May,0,0,4/8/2023
Zip Code,23298,Other,22-Jun,0,0,4/8/2023
Zip Code,23298,Other,22-Jul,0,0,4/8/2023
Zip Code,23298,Other,22-Aug,0,0,4/8/2023
Zip Code,23298,Other,22-Sep,0,0,4/8/2023
Zip Code,23298,Other,22-Oct,0,0,4/8/2023
Zip Code,23298,Other,22-Nov,0,0,4/8/2023
Zip Code,23298,Other,22-Dec,0,0,4/8/2023
Zip Code,23298,Other,23-Jan,0,0,4/8/2023
Zip Code,23298,Other,23-Feb,0,0,4/8/2023
Zip Code,23298,Other,23-Mar,0,0,4/8/2023
Zip Code,23298,Other,23-Apr,0,0,4/8/2023
Zip Code,23803,Black,20-Jan,22,16.75,4/8/2023
Zip Code,23803,Black,20-Feb,22,18,4/8/2023
Zip Code,23803,Black,20-Mar,2,11.5,4/8/2023
Zip Code,23803,Black,20-Apr,0,16.5,4/8/2023
Zip Code,23803,Black,20-May,5,16,4/8/2023
Zip Code,23803,Black,20-Jun,4,21.75,4/8/2023
Zip Code,23803,Black,20-Jul,10,20,4/8/2023
Zip Code,23803,Black,20-Aug,10,20,4/8/2023
Zip Code,23803,Black,20-Sep,8,17,4/8/2023
Zip Code,23803,Black,20-Oct,6,16,4/8/2023
Zip Code,23803,Black,20-Nov,3,17.75,4/8/2023
Zip Code,23803,Black,20-Dec,1,14.5,4/8/2023
Zip Code,23803,Black,21-Jan,6,16.75,4/8/2023
Zip Code,23803,Black,21-Feb,5,18,4/8/2023
Zip Code,23803,Black,21-Mar,5,11.5,4/8/2023
Zip Code,23803,Black,21-Apr,1,16.5,4/8/2023
Zip Code,23803,Black,21-May,1,16,4/8/2023
Zip Code,23803,Black,21-Jun,5,21.75,4/8/2023
Zip Code,23803,Black,21-Jul,5,20,4/8/2023
Zip Code,23803,Black,21-Aug,5,20,4/8/2023
Zip Code,23803,Black,21-Sep,3,17,4/8/2023
Zip Code,23803,Black,21-Oct,8,16,4/8/2023
Zip Code,23803,Black,21-Nov,2,17.75,4/8/2023
Zip Code,23803,Black,21-Dec,3,14.5,4/8/2023
Zip Code,23803,Black,22-Jan,4,16.75,4/8/2023
Zip Code,23803,Black,22-Feb,24,18,4/8/2023
Zip Code,23803,Black,22-Mar,3,11.5,4/8/2023
Zip Code,23803,Black,22-Apr,18,16.5,4/8/2023
Zip Code,23803,Black,22-May,2,16,4/8/2023
Zip Code,23803,Black,22-Jun,19,21.75,4/8/2023
Zip Code,23803,Black,22-Jul,6,20,4/8/2023
Zip Code,23803,Black,22-Aug,7,20,4/8/2023
Zip Code,23803,Black,22-Sep,5,17,4/8/2023
Zip Code,23803,Black,22-Oct,12,16,4/8/2023
Zip Code,23803,Black,22-Nov,31,17.75,4/8/2023
Zip Code,23803,Black,22-Dec,11,14.5,4/8/2023
Zip Code,23803,Black,23-Jan,40,16.75,4/8/2023
Zip Code,23803,Black,23-Feb,20,18,4/8/2023
Zip Code,23803,Black,23-Mar,21,11.5,4/8/2023
Zip Code,23803,Black,23-Apr,0,1.5,4/8/2023
Zip Code,23831,White,20-Jan,98,87.25,4/8/2023
Zip Code,23831,White,20-Feb,39,74.75,4/8/2023
Zip Code,23831,White,20-Mar,60,57.25,4/8/2023
Zip Code,23831,White,20-Apr,0,65.75,4/8/2023
Zip Code,23831,White,20-May,0,74,4/8/2023
Zip Code,23831,White,20-Jun,25,75.25,4/8/2023
Zip Code,23831,White,20-Jul,18,83.5,4/8/2023
Zip Code,23831,White,20-Aug,7,67.25,4/8/2023
Zip Code,23831,White,20-Sep,22,82.25,4/8/2023
Zip Code,23831,White,20-Oct,55,78.5,4/8/2023
Zip Code,23831,White,20-Nov,13,65.25,4/8/2023
Zip Code,23831,White,20-Dec,5,70.75,4/8/2023
Zip Code,23831,White,21-Jan,5,87.25,4/8/2023
Zip Code,23831,White,21-Feb,2,74.5,4/8/2023
Zip Code,23831,White,21-Mar,12,57.25,4/8/2023
Zip Code,23831,White,21-Apr,6,65.75,4/8/2023
Zip Code,23831,White,21-May,5,74,4/8/2023
Zip Code,23831,White,21-Jun,9,75.25,4/8/2023
Zip Code,23831,White,21-Jul,13,83.5,4/8/2023
Zip Code,23831,White,21-Aug,39,67.25,4/8/2023
Zip Code,23831,White,21-Sep,10,82.25,4/8/2023
Zip Code,23831,White,21-Oct,29,78.5,4/8/2023
Zip Code,23831,White,21-Nov,9,65.25,4/8/2023
Zip Code,23831,White,21-Dec,9,70.75,4/8/2023
Zip Code,23831,White,22-Jan,36,87.25,4/8/2023
Zip Code,23831,White,22-Feb,33,74.5,4/8/2023
Zip Code,23831,White,22-Mar,42,57.25,4/8/2023
Zip Code,23831,White,22-Apr,40,65.75,4/8/2023
Zip Code,23831,White,22-May,57,74,4/8/2023
Zip Code,23831,White,22-Jun,52,75.25,4/8/2023
Zip Code,23831,White,22-Jul,58,83.5,4/8/2023
Zip Code,23831,White,22-Aug,106,67.25,4/8/2023
Zip Code,23831,White,22-Sep,75,82.25,4/8/2023
Zip Code,23831,White,22-Oct,62,78.5,4/8/2023
Zip Code,23831,White,22-Nov,32,65.25,4/8/2023
Zip Code,23831,White,22-Dec,89,70.75,4/8/2023
Zip Code,23831,White,23-Jan,108,87.25,4/8/2023
Zip Code,23831,White,23-Feb,95,74.5,4/8/2023
Zip Code,23831,White,23-Mar,102,57.25,4/8/2023
Zip Code,23831,White,23-Apr,1,4,4/8/2023
Zip Code,23832,White,20-Jan,29,32.25,4/8/2023
Zip Code,23832,White,20-Feb,25,25.5,4/8/2023
Zip Code,23832,White,20-Mar,4,26.5,4/8/2023
Zip Code,23832,White,20-Apr,0,27.25,4/8/2023
Zip Code,23832,White,20-May,1,20.75,4/8/2023
Zip Code,23832,White,20-Jun,5,31.25,4/8/2023
Zip Code,23832,White,20-Jul,8,30.25,4/8/2023
Zip Code,23832,White,20-Aug,2,36.25,4/8/2023
Zip Code,23832,White,20-Sep,8,29.25,4/8/2023
Zip Code,23832,White,20-Oct,21,31,4/8/2023
Zip Code,23832,White,20-Nov,13,30,4/8/2023
Zip Code,23832,White,20-Dec,3,26.25,4/8/2023
Zip Code,23832,White,21-Jan,3,32.25,4/8/2023
Zip Code,23832,White,21-Feb,2,25.5,4/8/2023
Zip Code,23832,White,21-Mar,9,26.5,4/8/2023
Zip Code,23832,White,21-Apr,1,27.25,4/8/2023
Zip Code,23832,White,21-May,8,20.75,4/8/2023
Zip Code,23832,White,21-Jun,7,31.25,4/8/2023
Zip Code,23832,White,21-Jul,7,30.25,4/8/2023
Zip Code,23832,White,21-Aug,21,36.25,4/8/2023
Zip Code,23832,White,21-Sep,2,29.25,4/8/2023
Zip Code,23832,White,21-Oct,10,31,4/8/2023
Zip Code,23832,White,21-Nov,8,30,4/8/2023
Zip Code,23832,White,21-Dec,5,26.25,4/8/2023
Zip Code,23832,White,22-Jan,17,32.25,4/8/2023
Zip Code,23832,White,22-Feb,15,25.5,4/8/2023
Zip Code,23832,White,22-Mar,36,26.5,4/8/2023
Zip Code,23832,White,22-Apr,22,27.25,4/8/2023
Zip Code,23832,White,22-May,8,20.75,4/8/2023
Zip Code,23832,White,22-Jun,21,31.25,4/8/2023
Zip Code,23832,White,22-Jul,20,30.25,4/8/2023
Zip Code,23832,White,22-Aug,26,36.25,4/8/2023
Zip Code,23832,White,22-Sep,24,29.25,4/8/2023
Zip Code,23832,White,22-Oct,18,31,4/8/2023
Zip Code,23832,White,22-Nov,20,30,4/8/2023
Zip Code,23832,White,22-Dec,9,26.25,4/8/2023
Zip Code,23832,White,23-Jan,33,32.25,4/8/2023
Zip Code,23832,White,23-Feb,28,25.5,4/8/2023
Zip Code,23832,White,23-Mar,15,26.5,4/8/2023
Zip Code,23832,White,23-Apr,0,1,4/8/2023
Zip Code,23834,White,20-Jan,17,30.5,4/8/2023
Zip Code,23834,White,20-Feb,10,24,4/8/2023
Zip Code,23834,White,20-Mar,16,19.25,4/8/2023
Zip Code,23834,White,20-Apr,0,17,4/8/2023
Zip Code,23834,White,20-May,6,21.75,4/8/2023
Zip Code,23834,White,20-Jun,1,26.25,4/8/2023
Zip Code,23834,White,20-Jul,3,27.75,4/8/2023
Zip Code,23834,White,20-Aug,1,22.25,4/8/2023
Zip Code,23834,White,20-Sep,24,24,4/8/2023
Zip Code,23834,White,20-Oct,3,33,4/8/2023
Zip Code,23834,White,20-Nov,1,25.5,4/8/2023
Zip Code,23834,White,20-Dec,1,12,4/8/2023
Zip Code,23834,White,21-Jan,1,30.5,4/8/2023
Zip Code,23834,White,21-Feb,2,24,4/8/2023
Zip Code,23834,White,21-Mar,3,19.25,4/8/2023
Zip Code,23834,White,21-Apr,2,17,4/8/2023
Zip Code,23834,White,21-May,0,21.75,4/8/2023
Zip Code,23834,White,21-Jun,3,26.25,4/8/2023
Zip Code,23834,White,21-Jul,6,27.75,4/8/2023
Zip Code,23834,White,21-Aug,1,22.25,4/8/2023
Zip Code,23834,White,21-Sep,2,24,4/8/2023
Zip Code,23834,White,21-Oct,7,33,4/8/2023
Zip Code,23834,White,21-Nov,2,25.5,4/8/2023
Zip Code,23834,White,21-Dec,2,12,4/8/2023
Zip Code,23834,White,22-Jan,5,30.5,4/8/2023
Zip Code,23834,White,22-Feb,2,24,4/8/2023
Zip Code,23834,White,22-Mar,4,19.25,4/8/2023
Zip Code,23834,White,22-Apr,2,17,4/8/2023
Zip Code,23834,White,22-May,5,21.75,4/8/2023
Zip Code,23834,White,22-Jun,3,26.25,4/8/2023
Zip Code,23834,White,22-Jul,6,27.75,4/8/2023
Zip Code,23834,White,22-Aug,5,22.25,4/8/2023
Zip Code,23834,White,22-Sep,1,24,4/8/2023
Zip Code,23834,White,22-Oct,11,33,4/8/2023
Zip Code,23834,White,22-Nov,3,25.5,4/8/2023
Zip Code,23834,White,22-Dec,18,12,4/8/2023
Zip Code,23834,White,23-Jan,1,30.5,4/8/2023
Zip Code,23834,White,23-Feb,4,24,4/8/2023
Zip Code,23834,White,23-Mar,7,19.25,4/8/2023
Zip Code,23834,White,23-Apr,0,1,4/8/2023
Zip Code,23836,White,20-Jan,31,43,4/8/2023
Zip Code,23836,White,20-Feb,40,42.5,4/8/2023
Zip Code,23836,White,20-Mar,18,33.25,4/8/2023
Zip Code,23836,White,20-Apr,0,32.75,4/8/2023
Zip Code,23836,White,20-May,4,40.25,4/8/2023
Zip Code,23836,White,20-Jun,3,42.75,4/8/2023
Zip Code,23836,White,20-Jul,5,39.25,4/8/2023
Zip Code,23836,White,20-Aug,11,47.75,4/8/2023
Zip Code,23836,White,20-Sep,33,42.5,4/8/2023
Zip Code,23836,White,20-Oct,32,42.5,4/8/2023
Zip Code,23836,White,20-Nov,6,41.5,4/8/2023
Zip Code,23836,White,20-Dec,0,49,4/8/2023
Zip Code,23836,White,21-Jan,2,43,4/8/2023
Zip Code,23836,White,21-Feb,4,42.5,4/8/2023
Zip Code,23836,White,21-Mar,16,33.25,4/8/2023
Zip Code,23836,White,21-Apr,6,32.75,4/8/2023
Zip Code,23836,White,21-May,5,40.25,4/8/2023
Zip Code,23836,White,21-Jun,27,42.75,4/8/2023
Zip Code,23836,White,21-Jul,1,39.25,4/8/2023
Zip Code,23836,White,21-Aug,11,47.75,4/8/2023
Zip Code,23836,White,21-Sep,15,42.5,4/8/2023
Zip Code,23836,White,21-Oct,4,42.5,4/8/2023
Zip Code,23836,White,21-Nov,2,41.5,4/8/2023
Zip Code,23836,White,21-Dec,16,49,4/8/2023
Zip Code,23836,White,22-Jan,37,43,4/8/2023
Zip Code,23836,White,22-Feb,8,42.5,4/8/2023
Zip Code,23836,White,22-Mar,12,33.25,4/8/2023
Zip Code,23836,White,22-Apr,16,32.75,4/8/2023
Zip Code,23836,White,22-May,6,40.25,4/8/2023
Zip Code,23836,White,22-Jun,14,42.75,4/8/2023
Zip Code,23836,White,22-Jul,19,39.25,4/8/2023
Zip Code,23836,White,22-Aug,66,47.75,4/8/2023
Zip Code,23836,White,22-Sep,28,42.5,4/8/2023
Zip Code,23836,White,22-Oct,42,42.5,4/8/2023
Zip Code,23836,White,22-Nov,31,41.5,4/8/2023
Zip Code,23836,White,22-Dec,15,49,4/8/2023
Zip Code,23836,White,23-Jan,44,43,4/8/2023
Zip Code,23836,White,23-Feb,32,42.5,4/8/2023
Zip Code,23836,White,23-Mar,23,33.25,4/8/2023
Zip Code,23836,White,23-Apr,0,1.25,4/8/2023
Zip Code,23838,White,20-Jan,2,1.25,4/8/2023
Zip Code,23838,White,20-Feb,1,1.25,4/8/2023
Zip Code,23838,White,20-Mar,1,1.75,4/8/2023
Zip Code,23838,White,20-Apr,0,1.25,4/8/2023
Zip Code,23838,White,20-May,0,1.25,4/8/2023
Zip Code,23838,White,20-Jun,0,1.5,4/8/2023
Zip Code,23838,White,20-Jul,1,0.5,4/8/2023
Zip Code,23838,White,20-Aug,1,2.25,4/8/2023
Zip Code,23838,White,20-Sep,1,2.5,4/8/2023
Zip Code,23838,White,20-Oct,0,0.25,4/8/2023
Zip Code,23838,White,20-Nov,1,2.25,4/8/2023
Zip Code,23838,White,20-Dec,0,1.5,4/8/2023
Zip Code,23838,White,21-Jan,1,1.25,4/8/2023
Zip Code,23838,White,21-Feb,0,1.25,4/8/2023
Zip Code,23838,White,21-Mar,1,1.75,4/8/2023
Zip Code,23838,White,21-Apr,2,1.25,4/8/2023
Zip Code,23838,White,21-May,1,1.25,4/8/2023
Zip Code,23838,White,21-Jun,2,1.5,4/8/2023
Zip Code,23838,White,21-Jul,2,0.5,4/8/2023
Zip Code,23838,White,21-Aug,0,2.25,4/8/2023
Zip Code,23838,White,21-Sep,1,2.5,4/8/2023
Zip Code,23838,White,21-Oct,0,0.25,4/8/2023
Zip Code,23838,White,21-Nov,1,2.25,4/8/2023
Zip Code,23838,White,21-Dec,0,1.5,4/8/2023
Zip Code,23838,White,22-Jan,0,1.25,4/8/2023
Zip Code,23838,White,22-Feb,3,1.25,4/8/2023
Zip Code,23838,White,22-Mar,0,1.75,4/8/2023
Zip Code,23838,White,22-Apr,0,1.25,4/8/2023
Zip Code,23838,White,22-May,0,1.25,4/8/2023
Zip Code,23838,White,22-Jun,4,1.5,4/8/2023
Zip Code,23838,White,22-Jul,5,0.5,4/8/2023
Zip Code,23838,White,22-Aug,3,2.25,4/8/2023
Zip Code,23838,White,22-Sep,3,2.5,4/8/2023
Zip Code,23838,White,22-Oct,2,0.25,4/8/2023
Zip Code,23838,White,22-Nov,2,2.25,4/8/2023
Zip Code,23838,White,22-Dec,0,1.5,4/8/2023
Zip Code,23838,White,23-Jan,2,1.25,4/8/2023
Zip Code,23838,White,23-Feb,1,1.25,4/8/2023
Zip Code,23838,White,23-Mar,1,1.75,4/8/2023
Zip Code,23838,White,23-Apr,0,0,4/8/2023
Zip Code,sealed,,20-Jan,7,79.25,4/8/2023
Zip Code,sealed,,20-Feb,10,44.75,4/8/2023
Zip Code,sealed,,20-Mar,7,78.75,4/8/2023
Zip Code,sealed,,20-Apr,2,67.75,4/8/2023
Zip Code,sealed,,20-May,3,75.25,4/8/2023
Zip Code,sealed,,20-Jun,3,65.5,4/8/2023
Zip Code,sealed,,20-Jul,5,59.75,4/8/2023
Zip Code,sealed,,20-Aug,4,58,4/8/2023
Zip Code,sealed,,20-Sep,55,55.75,4/8/2023
Zip Code,sealed,,20-Oct,24,69.25,4/8/2023
Zip Code,sealed,,20-Nov,3,32,4/8/2023
Zip Code,sealed,,20-Dec,1,30.25,4/8/2023
Zip Code,sealed,,21-Jan,49,79.25,4/8/2023
Zip Code,sealed,,21-Feb,41,44.5,4/8/2023
Zip Code,sealed,,21-Mar,3,78.75,4/8/2023
Zip Code,sealed,,21-Apr,0,67.75,4/8/2023
Zip Code,sealed,,21-May,2,75.25,4/8/2023
Zip Code,sealed,,21-Jun,30,65.5,4/8/2023
Zip Code,sealed,,21-Jul,64,59.75,4/8/2023
Zip Code,sealed,,21-Aug,55,58,4/8/2023
Zip Code,sealed,,21-Sep,5,55.75,4/8/2023
Zip Code,sealed,,21-Oct,0,69.25,4/8/2023
Zip Code,sealed,,21-Nov,46,32,4/8/2023
Zip Code,sealed,,21-Dec,3,30.25,4/8/2023
Zip Code,sealed,,22-Jan,2,79.25,4/8/2023
Zip Code,sealed,,22-Feb,78,44.5,4/8/2023
Zip Code,sealed,,22-Mar,81,78.75,4/8/2023
Zip Code,sealed,,22-Apr,52,67.75,4/8/2023
Zip Code,sealed,,22-May,7,75.25,4/8/2023
Zip Code,sealed,,22-Jun,67,65.5,4/8/2023
Zip Code,sealed,,22-Jul,17,59.75,4/8/2023
Zip Code,sealed,,22-Aug,24,58,4/8/2023
Zip Code,sealed,,22-Sep,5,55.75,4/8/2023
Zip Code,sealed,,22-Oct,45,69.25,4/8/2023
Zip Code,sealed,,22-Nov,14,32,4/8/2023
Zip Code,sealed,,22-Dec,39,30.25,4/8/2023
Zip Code,sealed,,23-Jan,44,79.25,4/8/2023
Zip Code,sealed,,23-Feb,6,44.5,4/8/2023
Zip Code,sealed,,23-Mar,11,78.75,4/8/2023
Zip Code,sealed,,23-Apr,2,2.25,4/8/2023
